order_item_id,order_id,product_id,quantity,unit_price
1151,379,89,2,331.13
1152,379,18,2,75.72
1153,379,77,3,483.61
1154,380,23,3,485.68
1155,380,39,1,363.06
1156,380,96,1,401.7
1157,381,17,3,110.25
1158,381,19,3,374.77
1159,382,40,1,404.71
1160,382,27,1,421.63
1161,383,55,3,200.91
1162,384,10,1,290.79
1163,385,97,2,475.27
1164,385,6,1,173.42
1165,385,14,1,269.4
1166,385,85,3,99.96
1167,386,8,2,404.53
1168,386,16,2,403.5
1169,386,6,1,173.42
1170,386,39,3,363.06
1171,386,2,1,339.97
1172,387,78,1,469.92
1173,388,26,1,486.08
1174,388,86,2,309.68
1175,388,4,1,359.43
1176,388,19,3,374.77
1177,388,36,3,15.41
1178,389,46,1,87.32
1179,389,65,3,84.98
1180,389,79,1,23.94
1181,390,73,1,402.11
1182,390,13,3,336.74
1183,390,98,1,416.13
1184,390,68,1,157.59
1185,390,92,1,230.43
1186,391,22,3,300.22
1187,391,1,3,17.38
1188,391,13,1,336.74
1189,392,91,2,404.25
1190,392,47,3,86.5
1191,392,76,1,115.35
1192,392,57,3,271.13
1193,392,14,1,269.4
1194,393,49,2,81.62
1195,393,28,3,271.99
1196,393,30,2,123.53
1197,394,98,2,416.13
1198,395,60,1,466.22
1199,396,18,2,75.72
1200,396,98,2,416.13
1201,396,91,2,404.25
1202,396,72,3,441.3
1203,396,6,1,173.42
1204,397,64,1,415.53
1205,397,50,2,375.25
1206,397,59,3,307.78
1207,398,88,2,235.17
1208,398,29,3,246.86
1209,398,53,2,291.56
1210,399,25,1,60.22
1211,399,61,3,445.41
1212,399,48,1,146.2
1213,399,2,3,339.97
1214,400,87,1,147.02
1215,400,51,2,33.16
1216,400,67,3,418.12
1217,400,87,1,147.02
1218,401,19,2,374.77
1219,402,89,3,331.13
1220,402,14,3,269.4
1221,402,22,1,300.22
1222,402,47,1,86.5
1223,403,26,3,486.08
1224,403,52,1,339.23
1225,403,30,2,123.53
1226,404,36,3,15.41
1227,404,99,3,227.78
1228,404,76,2,115.35
1229,404,97,3,475.27
1230,405,46,2,87.32
1231,405,86,3,309.68
1232,405,52,2,339.23
1233,405,66,2,60.38
1234,406,99,2,227.78
1235,406,14,1,269.4
1236,407,63,2,129.31
1237,407,30,3,123.53
1238,407,18,1,75.72
1239,408,95,1,29.86
1240,409,64,3,415.53
1241,410,23,2,485.68
1242,411,87,2,147.02
1243,411,20,2,498.68
1244,411,80,3,221.01
1245,411,13,1,336.74
1246,411,85,3,99.96
1247,412,60,1,466.22
1248,412,38,3,40.07
1249,412,64,2,415.53
1250,412,65,2,84.98
1251,413,44,3,234.0
1252,413,70,1,391.16
1253,413,98,1,416.13
1254,413,56,1,9.61
1255,413,50,2,375.25
1256,414,49,2,81.62
1257,414,59,1,307.78
1258,414,5,1,405.67
1259,415,85,2,99.96
1260,415,91,1,404.25
1261,415,63,2,129.31
1262,415,18,2,75.72
1263,415,92,2,230.43
1264,416,98,1,416.13
1265,416,73,3,402.11
1266,416,63,3,129.31
1267,416,71,3,463.25
1268,417,74,2,394.75
1269,417,61,3,445.41
1270,417,21,3,431.25
1271,417,8,2,404.53
1272,417,34,2,357.91
1273,418,49,3,81.62
1274,418,87,2,147.02
1275,418,99,2,227.78
1276,418,42,1,35.0
1277,418,4,3,359.43
1278,419,17,2,110.25
1279,420,95,3,29.86
1280,420,4,3,359.43
1281,420,44,2,234.0
1282,421,55,2,200.91
1283,422,53,2,291.56
1284,422,8,3,404.53
1285,422,32,1,68.55
1286,423,83,2,333.38
1287,423,76,1,115.35
1288,424,40,1,404.71
1289,425,22,1,300.22
1290,425,69,2,449.97
1291,425,5,2,405.67
1292,426,73,3,402.11
1293,426,54,2,467.68
1294,426,3,3,19.75
1295,426,61,3,445.41
1296,427,41,2,214.67
1297,428,50,2,375.25
1298,428,74,1,394.75
1299,428,63,1,129.31
1300,428,89,3,331.13
1301,428,27,2,421.63
1302,429,65,3,84.98
1303,429,44,1,234.0
1304,429,79,2,23.94
1305,429,47,2,86.5
1306,430,64,3,415.53
1307,430,10,3,290.79
1308,431,37,2,355.38
1309,431,7,2,50.91
1310,432,52,1,339.23
1311,432,80,3,221.01
1312,432,12,3,229.44
1313,432,75,1,115.1
1314,432,76,2,115.35
1315,433,9,3,44.01
1316,433,68,2,157.59
1317,433,55,1,200.91
1318,434,10,3,290.79
1319,434,39,3,363.06
1320,434,39,2,363.06
1321,435,41,1,214.67
1322,435,54,2,467.68
1323,435,33,3,482.36
1324,435,66,2,60.38
1325,435,86,3,309.68
1326,436,3,3,19.75
1327,436,91,3,404.25
1328,437,74,2,394.75
1329,437,28,3,271.99
1330,438,35,3,450.31
1331,438,69,3,449.97
1332,438,99,2,227.78
1333,438,73,3,402.11
1334,439,67,1,418.12
1335,440,60,1,466.22
1336,440,31,1,367.29
1337,440,96,3,401.7
1338,441,56,2,9.61
1339,441,41,1,214.67
1340,441,82,1,185.29
1341,442,35,2,450.31
1342,442,83,1,333.38
1343,442,33,3,482.36
1344,442,77,1,483.61
1345,443,31,1,367.29
1346,443,20,1,498.68
1347,443,4,1,359.43
1348,443,40,2,404.71
1349,444,72,2,441.3
1350,444,55,3,200.91
1351,444,5,1,405.67
1352,444,21,2,431.25
1353,445,4,2,359.43
1354,445,36,3,15.41
1355,446,23,3,485.68
1356,446,6,3,173.42
1357,446,63,1,129.31
1358,446,8,1,404.53
1359,446,41,3,214.67
1360,447,9,2,44.01
1361,447,47,3,86.5
1362,447,85,1,99.96
1363,448,93,1,249.72
1364,448,31,1,367.29
1365,448,74,3,394.75
1366,448,65,1,84.98
1367,449,86,3,309.68
1368,449,100,3,315.24
1369,449,33,2,482.36
1370,449,12,1,229.44
1371,449,77,1,483.61
1372,450,43,3,99.84
1373,450,95,2,29.86
1374,450,96,3,401.7
1375,451,55,1,200.91
1376,451,19,1,374.77
1377,452,28,2,271.99
1378,452,57,2,271.13
1379,453,76,1,115.35
1380,453,63,3,129.31
1381,453,48,3,146.2
1382,454,41,3,214.67
1383,455,61,3,445.41
1384,455,32,2,68.55
1385,455,19,2,374.77
1386,455,61,3,445.41
1387,456,40,1,404.71
1388,456,83,3,333.38
1389,456,5,3,405.67
1390,457,89,3,331.13
1391,458,33,3,482.36
1392,458,50,2,375.25
1393,459,88,1,235.17
1394,459,69,1,449.97
1395,459,57,2,271.13
1396,460,51,2,33.16
1397,461,12,1,229.44
1398,461,39,1,363.06
1399,461,21,2,431.25
1400,462,99,3,227.78
1401,462,53,1,291.56
1402,462,36,1,15.41
1403,463,61,3,445.41
1404,463,53,2,291.56
1405,463,92,2,230.43
1406,463,13,1,336.74
1407,464,65,1,84.98
1408,464,46,2,87.32
1409,464,78,3,469.92
1410,465,95,2,29.86
1411,465,59,3,307.78
1412,465,4,1,359.43
1413,465,83,3,333.38
1414,465,24,3,342.45
1415,466,83,1,333.38
1416,466,1,2,17.38
1417,466,26,3,486.08
1418,466,40,2,404.71
1419,467,11,1,492.68
1420,467,21,1,431.25
1421,467,67,3,418.12
1422,467,99,3,227.78
1423,467,98,1,416.13
1424,468,88,2,235.17
1425,468,41,2,214.67
1426,468,62,3,360.22
1427,468,18,2,75.72
1428,468,23,3,485.68
1429,469,42,2,35.0
1430,469,26,1,486.08
1431,469,54,2,467.68
1432,469,24,2,342.45
1433,469,49,3,81.62
1434,470,3,1,19.75
1435,470,72,3,441.3
1436,471,81,1,131.09
1437,471,12,2,229.44
1438,471,26,2,486.08
1439,471,90,1,51.23
1440,471,7,2,50.91
1441,472,55,3,200.91
1442,472,34,1,357.91
1443,472,12,2,229.44
1444,472,22,3,300.22
1445,472,16,1,403.5
1446,473,56,2,9.61
1447,473,87,2,147.02
1448,473,16,1,403.5
1449,473,92,1,230.43
1450,473,25,2,60.22
1451,474,96,2,401.7
1452,474,49,1,81.62
1453,474,56,1,9.61
1454,475,28,2,271.99
1455,475,94,3,390.32
1456,475,25,2,60.22
1457,475,24,2,342.45
1458,475,19,1,374.77
1459,476,34,1,357.91
1460,476,80,2,221.01
1461,476,32,2,68.55
1462,477,88,3,235.17
1463,477,59,1,307.78
1464,477,2,2,339.97
1465,477,18,2,75.72
1466,477,89,2,331.13
1467,478,92,2,230.43
1468,478,91,2,404.25
1469,479,33,1,482.36
1470,479,13,3,336.74
1471,479,8,1,404.53
1472,479,43,1,99.84
1473,479,61,2,445.41
1474,480,86,3,309.68
1475,480,91,3,404.25
1476,480,6,1,173.42
1477,480,33,3,482.36
1478,480,80,2,221.01
1479,481,51,3,33.16
1480,481,48,1,146.2
1481,481,72,1,441.3
1482,482,23,2,485.68
1483,482,22,3,300.22
1484,482,64,2,415.53
1485,482,60,1,466.22
1486,482,12,2,229.44
1487,483,56,1,9.61
1488,483,34,1,357.91
1489,483,41,1,214.67
1490,483,17,2,110.25
1491,483,36,3,15.41
1492,484,56,2,9.61
1493,484,34,3,357.91
1494,484,98,2,416.13
1495,485,41,2,214.67
1496,485,22,2,300.22
1497,485,95,2,29.86
1498,485,98,1,416.13
1499,485,72,3,441.3
1500,486,7,1,50.91
1501,486,20,1,498.68
1502,486,30,1,123.53
1503,486,5,2,405.67
1504,487,21,3,431.25
1505,487,60,2,466.22
1506,487,15,2,343.88
1507,488,57,2,271.13
1508,489,63,2,129.31
1509,489,64,1,415.53
1510,489,93,1,249.72
1511,489,16,2,403.5
1512,489,12,1,229.44
1513,490,24,1,342.45
1514,490,96,3,401.7
1515,490,35,3,450.31
1516,491,28,3,271.99
1517,491,1,3,17.38
1518,491,99,3,227.78
1519,491,24,2,342.45
1520,491,10,1,290.79
1521,492,87,1,147.02
1522,492,43,1,99.84
1523,492,37,3,355.38
1524,492,88,1,235.17
1525,493,48,3,146.2
1526,493,14,2,269.4
1527,493,20,1,498.68
1528,493,11,2,492.68
1529,494,59,3,307.78
1530,494,35,3,450.31
1531,494,85,1,99.96
1532,494,43,1,99.84
1533,495,58,2,440.24
1534,495,94,3,390.32
1535,495,73,1,402.11
1536,495,28,1,271.99
1537,495,83,2,333.38
1538,496,8,3,404.53
1539,496,10,3,290.79
1540,496,78,2,469.92
1541,497,52,2,339.23
1542,498,31,2,367.29
1543,498,12,1,229.44
1544,499,21,2,431.25
1545,499,100,2,315.24
1546,500,83,3,333.38
1547,500,20,1,498.68
1548,500,39,2,363.06
1549,501,95,2,29.86
1550,501,88,3,235.17
1551,501,17,2,110.25
1552,501,86,1,309.68
1553,502,66,1,60.38
1554,502,63,2,129.31
1555,502,50,2,375.25
1556,503,73,3,402.11
1557,503,55,1,200.91
1558,503,97,2,475.27
1559,504,79,1,23.94
1560,504,56,3,9.61
1561,504,55,1,200.91
1562,505,66,2,60.38
1563,506,87,1,147.02
1564,506,83,3,333.38
1565,506,92,1,230.43
1566,506,64,3,415.53
1567,507,11,2,492.68
1568,507,60,2,466.22
1569,507,11,2,492.68
1570,507,39,1,363.06
1571,507,17,3,110.25
1572,508,32,3,68.55
1573,508,55,2,200.91
1574,508,73,1,402.11
1575,509,10,1,290.79
1576,509,66,1,60.38
1577,509,66,2,60.38
1578,509,53,1,291.56
1579,509,60,3,466.22
1580,510,33,2,482.36
1581,510,33,3,482.36
1582,510,11,3,492.68
1583,510,3,1,19.75
1584,510,95,3,29.86
1585,511,23,1,485.68
1586,511,51,1,33.16
1587,511,11,2,492.68
1588,511,91,2,404.25
1589,512,76,3,115.35
1590,512,59,3,307.78
1591,512,58,3,440.24
1592,513,44,1,234.0
1593,513,28,1,271.99
1594,513,11,3,492.68
1595,514,34,3,357.91
1596,514,14,2,269.4
1597,514,69,1,449.97
1598,514,1,2,17.38
1599,514,15,1,343.88
1600,515,84,2,335.11
1601,515,59,3,307.78
1602,516,85,3,99.96
1603,516,78,3,469.92
1604,516,63,2,129.31
1605,516,80,3,221.01
1606,517,89,3,331.13
1607,517,89,3,331.13
1608,517,51,2,33.16
1609,518,17,1,110.25
1610,519,25,1,60.22
1611,520,90,1,51.23
1612,521,27,2,421.63
1613,522,84,1,335.11
1614,522,56,3,9.61
1615,523,25,1,60.22
1616,523,39,2,363.06
1617,523,19,2,374.77
1618,523,55,1,200.91
1619,523,15,1,343.88
1620,524,95,3,29.86
1621,524,57,2,271.13
1622,525,3,2,19.75
1623,525,75,1,115.1
1624,525,26,2,486.08
1625,525,73,2,402.11
1626,526,43,1,99.84
1627,527,81,3,131.09
1628,528,54,2,467.68
1629,528,95,3,29.86
1630,528,77,3,483.61
1631,528,71,2,463.25
1632,529,63,2,129.31
1633,530,66,3,60.38
1634,530,93,3,249.72
1635,530,87,2,147.02
1636,530,30,3,123.53
1637,531,68,1,157.59
1638,532,74,2,394.75
1639,532,71,1,463.25
1640,532,35,3,450.31
1641,532,54,2,467.68
1642,533,64,3,415.53
1643,534,58,3,440.24
1644,534,56,1,9.61
1645,534,21,2,431.25
1646,535,61,2,445.41
1647,535,57,1,271.13
1648,536,29,3,246.86
1649,536,88,2,235.17
1650,536,78,3,469.92
1651,536,85,2,99.96
1652,536,17,2,110.25
1653,537,54,3,467.68
1654,537,84,3,335.11
1655,537,47,2,86.5
1656,537,21,3,431.25
1657,538,37,3,355.38
1658,538,96,1,401.7
1659,539,17,1,110.25
1660,539,26,1,486.08
1661,539,78,2,469.92
1662,539,13,2,336.74
1663,540,39,1,363.06
1664,540,27,3,421.63
1665,540,7,1,50.91
1666,540,46,2,87.32
1667,541,87,1,147.02
1668,541,23,3,485.68
1669,541,5,1,405.67
1670,542,56,1,9.61
1671,542,80,1,221.01
1672,542,16,3,403.5
1673,543,63,2,129.31
1674,543,44,2,234.0
1675,544,99,3,227.78
1676,545,20,3,498.68
1677,545,66,3,60.38
1678,545,86,1,309.68
1679,546,57,2,271.13
1680,547,14,3,269.4
1681,548,14,3,269.4
1682,548,6,3,173.42
1683,548,14,1,269.4
1684,548,81,1,131.09
1685,548,27,2,421.63
1686,549,94,2,390.32
1687,549,91,2,404.25
1688,550,64,3,415.53
1689,550,13,1,336.74
1690,550,83,2,333.38
1691,550,43,1,99.84
1692,550,16,1,403.5
1693,551,54,1,467.68
1694,551,32,2,68.55
1695,551,44,2,234.0
1696,551,65,1,84.98
1697,552,35,2,450.31
1698,553,47,3,86.5
1699,553,86,1,309.68
1700,553,20,3,498.68
1701,553,54,1,467.68
1702,554,55,2,200.91
1703,554,53,2,291.56
1704,555,88,2,235.17
1705,555,4,2,359.43
1706,555,19,1,374.77
1707,555,92,3,230.43
1708,555,9,1,44.01
1709,556,41,2,214.67
1710,556,99,1,227.78
1711,556,56,1,9.61
1712,557,98,1,416.13
1713,557,85,3,99.96
1714,557,20,3,498.68
1715,557,8,3,404.53
1716,558,38,2,40.07
1717,558,52,3,339.23
1718,558,90,3,51.23
1719,558,39,3,363.06
1720,558,96,2,401.7
1721,559,2,2,339.97
1722,559,68,3,157.59
1723,559,19,3,374.77
1724,560,58,3,440.24
1725,560,27,3,421.63
1726,560,80,3,221.01
1727,560,84,2,335.11
1728,561,84,2,335.11
1729,561,100,1,315.24
1730,561,39,1,363.06
1731,562,69,2,449.97
1732,563,93,3,249.72
1733,563,95,1,29.86
1734,563,67,3,418.12
1735,563,37,1,355.38
1736,564,66,3,60.38
1737,565,67,2,418.12
1738,565,97,3,475.27
1739,565,21,1,431.25
1740,566,70,3,391.16
1741,567,31,2,367.29
1742,567,93,2,249.72
1743,567,65,1,84.98
1744,568,48,2,146.2
1745,569,46,1,87.32
1746,569,7,3,50.91
1747,569,16,2,403.5
1748,569,39,3,363.06
1749,569,95,1,29.86
1750,570,44,1,234.0
1751,570,96,3,401.7
1752,570,73,3,402.11
1753,570,81,3,131.09
1754,571,77,1,483.61
1755,571,45,2,30.04
1756,571,37,3,355.38
1757,571,92,3,230.43
1758,571,87,1,147.02
1759,572,67,3,418.12
1760,572,32,1,68.55
1761,572,42,3,35.0
1762,572,75,1,115.1
1763,573,59,1,307.78
1764,573,19,3,374.77
1765,573,55,2,200.91
1766,574,12,1,229.44
1767,575,17,2,110.25
1768,575,28,2,271.99
1769,575,10,2,290.79
1770,575,87,3,147.02
1771,576,76,3,115.35
1772,576,67,2,418.12
1773,576,34,3,357.91
1774,576,64,3,415.53
1775,577,57,3,271.13
1776,577,63,3,129.31
1777,577,54,1,467.68
1778,577,19,3,374.77
1779,578,63,3,129.31
1780,578,59,1,307.78
1781,579,68,1,157.59
1782,579,89,1,331.13
1783,579,59,2,307.78
1784,579,5,3,405.67
1785,579,21,3,431.25
1786,580,16,3,403.5
1787,580,53,1,291.56
1788,580,16,2,403.5
1789,581,38,1,40.07
1790,581,67,1,418.12
1791,581,16,2,403.5
1792,581,40,2,404.71
1793,581,39,2,363.06
1794,582,4,1,359.43
1795,582,19,3,374.77
1796,582,54,1,467.68
1797,582,40,2,404.71
1798,583,24,3,342.45
1799,583,63,1,129.31
1800,584,71,2,463.25
1801,585,6,2,173.42
1802,586,74,2,394.75
1803,586,73,2,402.11
1804,586,44,2,234.0
1805,586,61,3,445.41
1806,587,17,1,110.25
1807,587,65,3,84.98
1808,587,59,2,307.78
1809,587,86,2,309.68
1810,587,20,3,498.68
1811,588,12,3,229.44
1812,588,86,3,309.68
1813,588,53,2,291.56
1814,589,51,2,33.16
1815,589,70,1,391.16
1816,590,95,2,29.86
1817,590,83,1,333.38
1818,590,22,3,300.22
1819,590,4,3,359.43
1820,591,72,3,441.3
1821,591,16,3,403.5
1822,591,72,1,441.3
1823,592,80,3,221.01
1824,592,74,1,394.75
1825,593,67,1,418.12
1826,593,97,2,475.27
1827,593,65,1,84.98
1828,593,16,3,403.5
1829,593,69,1,449.97
1830,594,36,1,15.41
1831,595,91,3,404.25
1832,595,57,1,271.13
1833,596,78,2,469.92
1834,596,52,3,339.23
1835,596,6,2,173.42
1836,596,3,2,19.75
1837,596,56,1,9.61
1838,597,4,3,359.43
1839,597,41,2,214.67
1840,597,33,1,482.36
1841,597,15,1,343.88
1842,598,22,2,300.22
1843,598,19,1,374.77
1844,598,33,1,482.36
1845,598,20,2,498.68
1846,598,53,3,291.56
1847,599,8,3,404.53
1848,599,42,1,35.0
1849,600,92,1,230.43
1850,601,50,1,375.25
1851,601,41,1,214.67
1852,601,53,2,291.56
1853,602,49,1,81.62
1854,602,7,1,50.91
1855,602,31,3,367.29
1856,603,31,2,367.29
1857,603,66,3,60.38
1858,603,50,1,375.25
1859,603,35,1,450.31
1860,603,41,2,214.67
1861,604,53,1,291.56
1862,604,62,1,360.22
1863,604,53,3,291.56
1864,604,30,1,123.53
1865,604,35,3,450.31
1866,605,87,1,147.02
1867,605,32,3,68.55
1868,605,84,1,335.11
1869,605,39,3,363.06
1870,605,53,2,291.56
1871,606,82,3,185.29
1872,607,19,2,374.77
1873,607,70,1,391.16
1874,608,69,2,449.97
1875,608,72,2,441.3
1876,609,1,2,17.38
1877,610,38,3,40.07
1878,610,22,1,300.22
1879,610,8,2,404.53
1880,610,35,3,450.31
1881,610,33,3,482.36
1882,611,45,3,30.04
1883,611,28,3,271.99
1884,611,66,2,60.38
1885,611,6,1,173.42
1886,612,73,1,402.11
1887,612,39,1,363.06
1888,612,51,3,33.16
1889,612,16,1,403.5
1890,612,93,3,249.72
1891,613,56,1,9.61
1892,613,79,3,23.94
1893,613,41,3,214.67
1894,614,82,2,185.29
1895,614,97,3,475.27
1896,614,58,2,440.24
1897,615,85,2,99.96
1898,615,44,1,234.0
1899,616,77,2,483.61
1900,616,3,3,19.75
1901,616,18,3,75.72
1902,616,1,3,17.38
1903,617,1,1,17.38
1904,617,87,1,147.02
1905,617,53,3,291.56
1906,617,90,3,51.23
1907,618,98,2,416.13
1908,618,69,1,449.97
1909,618,84,3,335.11
1910,618,10,3,290.79
1911,619,86,2,309.68
1912,620,46,2,87.32
1913,621,46,2,87.32
1914,621,23,3,485.68
1915,621,2,1,339.97
1916,621,60,2,466.22
1917,621,25,2,60.22
1918,622,29,3,246.86
1919,623,98,2,416.13
1920,624,25,1,60.22
1921,624,79,3,23.94
1922,624,39,3,363.06
1923,625,30,2,123.53
1924,625,47,1,86.5
1925,626,64,3,415.53
1926,626,91,3,404.25
1927,626,27,1,421.63
1928,627,82,2,185.29
1929,627,15,2,343.88
1930,628,65,2,84.98
1931,628,22,3,300.22
1932,628,25,3,60.22
1933,628,95,3,29.86
1934,628,87,3,147.02
1935,629,73,1,402.11
1936,629,9,3,44.01
1937,629,17,3,110.25
1938,629,9,1,44.01
1939,629,34,3,357.91
1940,630,67,3,418.12
1941,630,36,1,15.41
1942,631,89,3,331.13
1943,632,79,2,23.94
1944,632,88,3,235.17
1945,632,59,1,307.78
1946,632,55,3,200.91
1947,632,87,3,147.02
1948,633,42,2,35.0
1949,634,36,1,15.41
1950,634,88,3,235.17
1951,634,60,2,466.22
1952,634,47,3,86.5
1953,635,93,1,249.72
1954,636,36,2,15.41
1955,637,58,2,440.24
1956,637,1,2,17.38
1957,637,25,2,60.22
1958,637,11,3,492.68
1959,637,4,3,359.43
1960,638,89,2,331.13
1961,638,10,1,290.79
1962,639,22,2,300.22
1963,639,40,1,404.71
1964,640,4,2,359.43
1965,641,4,3,359.43
1966,641,81,2,131.09
1967,641,33,1,482.36
1968,641,14,2,269.4
1969,642,44,1,234.0
1970,642,43,3,99.84
1971,643,10,3,290.79
1972,643,80,2,221.01
1973,644,81,2,131.09
1974,645,16,1,403.5
1975,645,8,1,404.53
1976,645,49,2,81.62
1977,645,89,1,331.13
1978,645,17,1,110.25
1979,646,8,2,404.53
1980,646,79,3,23.94
1981,646,56,1,9.61
1982,646,14,3,269.4
1983,647,72,1,441.3
1984,648,49,2,81.62
1985,648,13,3,336.74
1986,648,97,2,475.27
1987,649,77,3,483.61
1988,649,80,1,221.01
1989,650,50,2,375.25
1990,650,55,3,200.91
1991,650,80,1,221.01
1992,650,44,3,234.0
1993,651,59,3,307.78
1994,652,76,1,115.35
1995,652,14,1,269.4
1996,652,2,3,339.97
1997,653,76,1,115.35
1998,654,17,3,110.25
1999,654,66,2,60.38
2000,654,46,2,87.32
2001,654,62,3,360.22
2002,654,80,2,221.01
2003,655,32,1,68.55
2004,655,6,1,173.42
2005,656,40,3,404.71
2006,656,56,3,9.61
2007,657,40,3,404.71
2008,657,70,1,391.16
2009,657,19,2,374.77
2010,658,78,2,469.92
2011,658,38,2,40.07
2012,658,2,3,339.97
2013,659,85,3,99.96
2014,659,19,1,374.77
2015,659,31,3,367.29
2016,659,72,1,441.3
2017,659,55,2,200.91
2018,660,26,3,486.08
2019,660,26,1,486.08
2020,661,25,3,60.22
2021,661,61,3,445.41
2022,661,89,2,331.13
2023,662,89,2,331.13
2024,662,75,3,115.1
2025,662,43,3,99.84
2026,662,39,2,363.06
2027,662,43,1,99.84
2028,663,59,1,307.78
2029,664,29,1,246.86
2030,664,82,1,185.29
2031,664,89,1,331.13
2032,664,60,3,466.22
2033,665,31,2,367.29
2034,665,95,2,29.86
2035,666,27,2,421.63
2036,666,24,1,342.45
2037,666,47,1,86.5
2038,666,10,2,290.79
2039,667,72,1,441.3
2040,668,38,2,40.07
2041,668,25,3,60.22
2042,669,98,2,416.13
2043,669,6,1,173.42
2044,669,26,1,486.08
2045,669,37,1,355.38
2046,669,29,2,246.86
2047,670,44,3,234.0
2048,670,32,1,68.55
2049,671,3,1,19.75
2050,671,34,1,357.91
2051,672,87,1,147.02
2052,673,84,1,335.11
2053,673,44,1,234.0
2054,673,40,2,404.71
2055,673,31,2,367.29
2056,674,85,1,99.96
2057,674,68,3,157.59
2058,674,56,3,9.61
2059,675,16,1,403.5
2060,676,25,1,60.22
2061,676,69,2,449.97
2062,677,41,3,214.67
2063,677,55,3,200.91
2064,677,32,1,68.55
2065,678,76,1,115.35
2066,678,69,2,449.97
2067,678,20,2,498.68
2068,678,32,1,68.55
2069,678,81,2,131.09
2070,679,66,3,60.38
2071,679,63,1,129.31
2072,680,61,3,445.41
2073,681,9,1,44.01
2074,681,66,2,60.38
2075,681,97,3,475.27
2076,681,97,3,475.27
2077,681,48,2,146.2
2078,682,60,1,466.22
2079,682,42,3,35.0
2080,682,48,3,146.2
2081,682,89,2,331.13
2082,682,92,2,230.43
2083,683,35,3,450.31
2084,683,52,3,339.23
2085,683,75,3,115.1
2086,683,5,1,405.67
2087,684,26,2,486.08
2088,684,31,2,367.29
2089,685,40,2,404.71
2090,685,49,3,81.62
2091,686,48,2,146.2
2092,686,71,1,463.25
2093,687,97,1,475.27
2094,687,38,2,40.07
2095,688,46,1,87.32
2096,688,75,1,115.1
2097,688,60,3,466.22
2098,688,80,2,221.01
2099,688,55,2,200.91
2100,689,56,2,9.61
2101,689,48,2,146.2
2102,689,41,2,214.67
2103,689,49,1,81.62
2104,690,57,1,271.13
2105,690,34,3,357.91
2106,691,46,1,87.32
2107,692,65,3,84.98
2108,692,70,3,391.16
2109,692,11,2,492.68
2110,693,13,1,336.74
2111,693,10,2,290.79
2112,694,70,1,391.16
2113,695,26,3,486.08
2114,695,43,2,99.84
2115,695,39,3,363.06
2116,696,25,3,60.22
2117,696,78,1,469.92
2118,696,97,3,475.27
2119,697,34,1,357.91
2120,697,99,2,227.78
2121,697,37,2,355.38
2122,697,52,2,339.23
2123,697,75,3,115.1
2124,698,61,3,445.41
2125,699,98,1,416.13
2126,699,51,1,33.16
2127,699,30,3,123.53
2128,699,96,1,401.7
2129,699,61,1,445.41
2130,700,76,3,115.35
2131,700,97,2,475.27
2132,700,93,2,249.72
2133,700,44,1,234.0
2134,700,41,1,214.67
2135,701,99,3,227.78
2136,701,54,1,467.68
2137,701,57,2,271.13
2138,701,72,1,441.3
2139,702,18,3,75.72
2140,702,17,2,110.25
2141,702,95,1,29.86
2142,703,85,2,99.96
2143,703,44,1,234.0
2144,703,54,2,467.68
2145,703,88,2,235.17
2146,704,39,2,363.06
2147,704,76,1,115.35
2148,704,73,1,402.11
2149,704,18,1,75.72
2150,704,43,3,99.84
2151,705,78,3,469.92
2152,705,51,2,33.16
2153,705,27,2,421.63
2154,705,9,3,44.01
2155,705,50,1,375.25
2156,706,14,2,269.4
2157,706,73,2,402.11
2158,706,82,2,185.29
2159,706,12,1,229.44
2160,707,87,3,147.02
2161,708,5,3,405.67
2162,708,78,2,469.92
2163,709,24,1,342.45
2164,710,50,2,375.25
2165,711,30,2,123.53
2166,711,85,3,99.96
2167,712,59,1,307.78
2168,713,67,1,418.12
2169,713,22,2,300.22
2170,713,53,2,291.56
2171,714,15,1,343.88
2172,714,69,2,449.97
2173,715,96,1,401.7
2174,715,50,1,375.25
2175,715,17,1,110.25
2176,715,40,2,404.71
2177,716,21,3,431.25
2178,716,74,2,394.75
2179,716,76,1,115.35
2180,716,65,3,84.98
2181,717,36,1,15.41
2182,717,1,1,17.38
2183,717,58,1,440.24
2184,717,52,3,339.23
2185,718,68,2,157.59
2186,718,73,2,402.11
2187,719,60,3,466.22
2188,719,6,3,173.42
2189,719,12,2,229.44
2190,719,83,2,333.38
2191,720,90,3,51.23
2192,720,39,2,363.06
2193,720,79,1,23.94
2194,721,32,1,68.55
2195,721,80,3,221.01
2196,721,56,2,9.61
2197,721,50,3,375.25
2198,722,90,3,51.23
2199,722,13,2,336.74
2200,723,31,1,367.29
2201,724,81,3,131.09
2202,724,38,3,40.07
2203,724,9,3,44.01
2204,725,64,2,415.53
2205,725,98,3,416.13
2206,726,48,1,146.2
2207,727,65,2,84.98
2208,728,58,1,440.24
2209,728,33,1,482.36
2210,728,65,1,84.98
2211,728,60,1,466.22
2212,729,82,3,185.29
2213,730,49,2,81.62
2214,730,96,2,401.7
2215,730,25,2,60.22
2216,730,5,1,405.67
2217,731,15,3,343.88
2218,731,18,2,75.72
2219,731,86,3,309.68
2220,732,63,2,129.31
2221,732,9,1,44.01
2222,732,71,3,463.25
2223,732,32,3,68.55
2224,733,18,2,75.72
2225,733,36,1,15.41
