order_id,order_date,anio,mes
999,2024-05-13,2024,5
1000,2024-10-23,2024,10
1001,2023-10-15,2023,10
1002,2025-07-01,2025,7
1003,2025-01-21,2025,1
1004,2025-01-14,2025,1
1005,2025-05-19,2025,5
1006,2025-04-12,2025,4
1007,2025-02-26,2025,2
1008,2023-02-07,2023,2
1009,2025-07-04,2025,7
1010,2024-10-31,2024,10
1011,2024-02-06,2024,2
1012,2024-08-26,2024,8
1013,2023-05-18,2023,5
1014,2023-04-03,2023,4
1015,2023-01-11,2023,1
1016,2025-04-05,2025,4
1017,2023-06-19,2023,6
1018,2024-04-01,2024,4
1019,2024-08-02,2024,8
1020,2023-05-30,2023,5
1021,2024-01-03,2024,1
1022,2024-05-14,2024,5
1023,2024-01-14,2024,1
1024,2023-07-31,2023,7
1025,2024-01-05,2024,1
1026,2024-04-10,2024,4
1027,2024-10-26,2024,10
1028,2024-06-17,2024,6
1029,2025-05-04,2025,5
1030,2024-07-11,2024,7
1031,2024-10-31,2024,10
1032,2024-10-31,2024,10
1033,2024-06-13,2024,6
1034,2025-07-18,2025,7
1035,2023-12-28,2023,12
1036,2024-05-13,2024,5
1037,2024-09-10,2024,9
1038,2023-05-23,2023,5
1039,2023-03-20,2023,3
1040,2023-08-05,2023,8
1041,2024-01-06,2024,1
1042,2023-05-02,2023,5
1043,2025-04-10,2025,4
1044,2024-05-08,2024,5
1045,2023-08-04,2023,8
1046,2025-05-03,2025,5
1047,2023-02-14,2023,2
1048,2023-06-14,2023,6
1049,2023-02-10,2023,2
1050,2023-02-27,2023,2
1051,2023-07-04,2023,7
1052,2024-09-05,2024,9
1053,2023-01-20,2023,1
1054,2024-11-08,2024,11
1055,2023-03-29,2023,3
1056,2024-04-27,2024,4
1057,2023-08-13,2023,8
1058,2023-05-27,2023,5
1059,2025-02-24,2025,2
1060,2024-06-07,2024,6
1061,2024-12-03,2024,12
1062,2024-09-02,2024,9
1063,2024-01-23,2024,1
1064,2023-01-17,2023,1
1065,2025-07-20,2025,7
1066,2025-04-26,2025,4
1067,2023-07-01,2023,7
1068,2024-09-06,2024,9
1069,2024-06-28,2024,6
1070,2023-04-06,2023,4
1071,2025-07-12,2025,7
1072,2023-01-02,2023,1
1073,2024-11-25,2024,11
1074,2024-03-06,2024,3
1075,2024-12-15,2024,12
1076,2025-04-01,2025,4
1077,2024-01-26,2024,1
1078,2025-01-29,2025,1
1079,2024-12-14,2024,12
1080,2023-05-18,2023,5
1081,2023-08-27,2023,8
1082,2023-10-18,2023,10
1083,2024-02-23,2024,2
1084,2024-12-27,2024,12
1085,2024-08-14,2024,8
1086,2023-01-08,2023,1
1087,2024-12-05,2024,12
1088,2024-01-06,2024,1
1089,2024-10-29,2024,10
1090,2025-05-25,2025,5
1091,2024-01-10,2024,1
1092,2024-02-11,2024,2
1093,2024-07-19,2024,7
1094,2023-07-03,2023,7
1095,2024-05-10,2024,5
1096,2024-08-14,2024,8
1097,2024-02-12,2024,2
1098,2025-06-03,2025,6
1099,2023-08-24,2023,8
1100,2023-06-15,2023,6
1101,2024-02-15,2024,2
1102,2024-07-17,2024,7
1103,2024-12-24,2024,12
1104,2024-10-13,2024,10
1105,2025-04-23,2025,4
1106,2024-09-06,2024,9
1107,2023-09-27,2023,9
1108,2024-09-15,2024,9
1109,2024-02-15,2024,2
1110,2023-10-21,2023,10
1111,2023-02-28,2023,2
1112,2023-06-29,2023,6
1113,2023-01-11,2023,1
1114,2025-04-03,2025,4
1115,2023-02-04,2023,2
1116,2024-06-12,2024,6
1117,2023-06-23,2023,6
1118,2023-09-02,2023,9
1119,2023-06-11,2023,6
1120,2025-03-09,2025,3
1121,2024-02-09,2024,2
1122,2024-06-14,2024,6
1123,2023-03-12,2023,3
1124,2023-10-19,2023,10
1125,2025-07-25,2025,7
1126,2025-04-15,2025,4
1127,2023-07-19,2023,7
1128,2024-08-11,2024,8
1129,2024-02-21,2024,2
1130,2023-03-16,2023,3
1131,2023-04-30,2023,4
1132,2023-09-21,2023,9
1133,2025-03-23,2025,3
1134,2024-03-29,2024,3
1135,2024-05-10,2024,5
1136,2023-12-14,2023,12
1137,2024-11-28,2024,11
1138,2025-06-01,2025,6
1139,2023-09-22,2023,9
1140,2025-03-18,2025,3
1141,2024-12-19,2024,12
1142,2024-02-27,2024,2
1143,2024-07-02,2024,7
1144,2023-09-27,2023,9
1145,2024-02-13,2024,2
1146,2023-12-17,2023,12
1147,2023-07-02,2023,7
1148,2023-08-12,2023,8
1149,2023-07-07,2023,7
1150,2025-07-20,2025,7
1151,2023-07-24,2023,7
1152,2025-06-12,2025,6
1153,2023-07-27,2023,7
1154,2024-09-25,2024,9
1155,2023-04-20,2023,4
1156,2024-11-23,2024,11
1157,2024-09-20,2024,9
1158,2024-07-08,2024,7
1159,2024-05-08,2024,5
1160,2024-05-19,2024,5
1161,2025-07-07,2025,7
1162,2024-05-17,2024,5
1163,2025-07-26,2025,7
1164,2023-08-16,2023,8
1165,2023-02-25,2023,2
1166,2024-05-04,2024,5
1167,2024-05-29,2024,5
1168,2024-12-03,2024,12
1169,2023-05-04,2023,5
1170,2023-11-20,2023,11
1171,2024-11-21,2024,11
1172,2023-04-14,2023,4
1173,2025-06-01,2025,6
1174,2023-09-27,2023,9
1175,2024-09-19,2024,9
1176,2024-05-25,2024,5
1177,2024-12-18,2024,12
1178,2025-05-24,2025,5
1179,2023-07-04,2023,7
1180,2024-12-03,2024,12
1181,2025-01-08,2025,1
1182,2024-07-22,2024,7
1183,2023-07-20,2023,7
1184,2025-01-26,2025,1
1185,2023-01-10,2023,1
1186,2023-05-18,2023,5
1187,2024-10-07,2024,10
1188,2023-11-20,2023,11
1189,2023-09-14,2023,9
1190,2023-02-18,2023,2
1191,2023-06-17,2023,6
1192,2023-09-18,2023,9
1193,2023-04-09,2023,4
1194,2023-09-24,2023,9
1195,2024-07-24,2024,7
1196,2023-12-19,2023,12
1197,2023-12-26,2023,12
1198,2024-09-12,2024,9
1199,2024-10-27,2024,10
1200,2025-03-10,2025,3
